movie_title,genre,director,lead_actor,production_company,country_of_origin,language,rating,box_office_sales,budget,release_date,digital_release_date
Powder,Drama|Sci-Fi,Onfre Pymar,Fredericka Sparkes,Rhycero,Portugal,Kirghiz,6.1,3285389.7,68253.0,11/8/2020,2/13/2021
Street Fighter,Action|Adventure|Fantasy,Lemar McGarvie,Annamarie Gowlett,Skiba,Russia,Kirghiz,0.5,8396625.35,52590.59,5/22/2023,2/6/2024
Hack!,Comedy|Horror,Mada Veldens,Ichabod Thornber,Blogspan,Kenya,Serbian,6.4,3883109.09,79757.45,1/18/2025,1/9/2023
Música Campesina (Country Music),Comedy|Drama,Jo ann Camlin,El Walak,Lazzy,Ukraine,Panjabi,5.6,2095763.8,66834.55,7/26/2010,12/13/2022
Ragtime,Drama,Jennette Dolby,Betta Sciacovelli,Fivespan,China,Bosnian,1.4,6881365.49,78780.42,10/27/2011,9/8/2022
My Favorite Year,Comedy,Gwen Cardero,Asher Noon,Innojam,Armenia,Breton,2.7,1995966.33,73073.72,8/26/2019,9/1/2024
"Art of Negative Thinking, The (Kunsten å tenke negativt)",Comedy|Drama,Northrop McGlaughn,Brad Matley,Lazz,Indonesia,Romanian,6.9,3351247.56,57066.89,7/30/2024,11/20/2025
Cutie and the Boxer,Documentary,Sharron Mattholie,Florenza Semour,Youtags,Honduras,Marshallese,1.4,4242843.54,55274.26,10/13/2016,1/4/2021
Reel Rock 8 ,Documentary,Bonny Tuck,Cybill Cowpertwait,Skynoodle,Indonesia,Corsican,8.6,9568317.55,17655.07,3/29/2016,1/19/2021
Rurouni Kenshin (Rurôni Kenshin: Meiji kenkaku roman tan),Action|Drama,Edgar Owtram,Gonzales Cole,Fliptune,Ukraine,Tswana,1.2,4522292.19,20686.33,6/29/2010,2/25/2024
Mosquito Squadron,Action,Dale McCloch,Gavan Thomann,Ntags,Brazil,Avaric,0.2,8509673.31,43968.99,12/13/2025,5/8/2022
Darwin's Nightmare,Documentary,Lacie Baike,Horace Garnsworthy,Omba,China,Tamil,6.4,4922931.5,57111.25,4/23/2011,9/11/2021
"Moment After, The",Drama|Sci-Fi|Thriller,Creigh Showers,Wanda Rubinsohn,Latz,Greece,Bashkir,8.7,7718594.36,51444.77,9/20/2025,6/20/2020
Blonde and Blonder,Comedy|Crime,Royce Puddan,Karina Gianilli,Twitterwire,China,Catalan,7.2,2108392.03,43120.4,7/13/2014,9/20/2021
French Kiss,Action|Comedy|Romance,Lutero Grattan,Brittan Fealey,Yodoo,Indonesia,Welsh,8.0,8689181.06,95316.19,4/29/2012,5/31/2023
Stuart Little 3: Call of the Wild,Animation|Children|Comedy|Fantasy,Tildie Gilson,Tucky Townsend,Devcast,Indonesia,Kalaallisut,5.4,5822836.51,30708.06,4/20/2008,3/31/2026
Sons and Lovers,Drama,Stella McGuinness,Tremaine Burbidge,Trudeo,Portugal,Hiri Motu,1.9,1783735.07,16600.35,7/22/2017,4/4/2026
"Quest, The",Adventure|Children|Drama,Shay Constantinou,Isacco Caldero,Avaveo,China,Komi,0.7,5483323.97,59508.17,4/14/2014,4/4/2024
"Big Bad Swim, The",Comedy|Drama,Alphonse Bolf,Pierce Ericssen,Babblestorm,Russia,Zulu,0.8,7318250.31,90751.05,11/19/2023,10/4/2021
Bodyguards and Assassins,Action|Drama,Junie Treher,Lamar Edgehill,Agimba,Kenya,Kuanyama,2.2,5979098.86,91585.64,8/26/2007,4/17/2021
Werewolf Woman (La lupa mannara),Horror,Emmaline Gleasane,Barton Prium,Jamia,France,Sindhi,3.7,3555065.24,32480.36,6/29/2013,4/15/2022
District 13: Ultimatum (Banlieue 13 - Ultimatum),Action|Sci-Fi,Diena Lucock,Patti Barfitt,Rhyzio,Brazil,Interlingua (International Auxiliary Language Association),2.0,2088751.96,70834.58,1/7/2013,6/8/2020
Death in Venice (Morte a Venezia),Drama|Romance,Phyllida Valencia,Marketa Geraldez,Babbleset,China,Javanese,4.3,5838129.24,67034.38,10/29/2007,3/28/2020
Employees' Entrance,Drama|Romance,Pearle Churchlow,Lorita Woolward,Yotz,Vietnam,Italian,4.3,3174068.07,39799.41,9/5/2008,10/2/2021
"Art of the Steal, The",Documentary,Brooks Whorlow,Mersey Linley,Realmix,Indonesia,Ndonga,5.9,4361321.73,92219.34,5/24/2004,7/10/2022
I Really Hate My Job,Comedy|Drama,Willy Gabotti,Farah Benedikt,Fliptune,Portugal,Sango,1.6,279510.55,64042.06,3/24/2000,6/22/2024
True Crime,Mystery|Thriller,Lise Norquay,Caspar Udell,Jabbertype,Poland,Turkmen,4.7,1049765.12,78826.86,3/10/2022,9/15/2022
American Movie,Documentary,Fredra Fairlam,Briney Gotling,Tanoodle,Lithuania,Georgian,6.7,6414008.29,36992.53,8/22/2003,8/4/2021
Ulysses' Gaze (To Vlemma tou Odyssea),Drama|War,Ingrid Olden,Merrilee Sidey,Thoughtstorm,Malaysia,Guarani,8.3,5880244.02,26195.24,11/24/2019,5/10/2023
Miami Vice,Action|Crime|Drama|Thriller,Noemi Bellison,Quinton Rothwell,Eabox,Russia,Serbian,4.2,8544703.9,75016.37,7/13/2000,9/19/2021
"Last Picture Show, The",Drama,Georg McKnish,Quinn Wimbridge,Vimbo,Serbia,Armenian,6.1,8158931.96,22196.05,6/25/2000,11/6/2020
"Time That Remains, The",Drama,Ileana Sleightholme,Randi Colleran,Lazzy,Canada,Zulu,6.1,7453587.78,47603.91,11/25/2009,1/19/2024
"Yours, Mine and Ours",Children|Comedy,Adaline McKie,Freddy Alexandersson,Demizz,China,Aymara,1.4,8578723.09,31572.73,4/18/2025,3/24/2025
Enemy,Mystery|Thriller,Theobald Turneux,Taber Wiszniewski,Dynabox,Philippines,Burmese,7.6,5526961.04,81815.56,3/3/2010,10/10/2022
"Public Enemy, The",Action|Crime|Drama,Mayor Tuffs,Flor Tyre,Wikido,Peru,Romansh,5.5,1196924.6,25322.7,1/14/2022,2/3/2021
Stevie,Documentary,Nanete Khrishtafovich,Camila Blanchet,Twimbo,Cuba,Vietnamese,6.6,9266790.37,60020.46,12/11/2025,11/8/2025
633 Squadron,Drama|War,Kinna Moyce,Renault Tubridy,Photobug,Philippines,Kurdish,6.3,5453237.81,51722.34,1/12/2015,12/2/2025
White House Down,Action|Drama|Thriller|IMAX,Arin Bunstone,Phoebe Francklyn,Bubblebox,Russia,Church Slavic,2.3,4013537.28,36182.32,9/29/2004,1/1/2024
To the Arctic,Documentary|IMAX,Janie Joynes,Belia Skydall,Roomm,Indonesia,Hausa,4.4,7313442.07,95520.6,11/24/2014,12/29/2024
Hum Dil De Chuke Sanam,Drama|Romance,Dorry Cluderay,Basilius Haggerston,Mita,Japan,Tagalog,6.0,1578661.09,48584.53,3/11/2021,7/13/2022
Sex Positive,Documentary,Cherye Krojn,Fanny Pulley,Jatri,Philippines,Hungarian,0.1,806303.25,73474.76,9/1/2005,1/22/2023
Scatter My Ashes at Bergdorf's,Documentary,Denney Le Sarr,Padget Aglione,Thoughtbridge,Jamaica,Tonga (Tonga Islands),9.1,218708.14,11508.97,12/20/2015,3/17/2020
You Killed Me First,Drama,Arleyne Sprionghall,Haven Giraudo,Yakijo,Czech Republic,Interlingua (International Auxiliary Language Association),4.9,1638896.89,53213.15,1/23/2016,2/2/2023
Speed 2: Cruise Control,Action|Romance|Thriller,Bartram Coping,Dagmar Conkay,Edgeblab,Mexico,Sinhala,8.2,9369598.5,89019.31,3/6/2011,2/17/2021
"Student of Prague, The (a.k.a. Bargain with Satan, A) (Student von Prag, Der)",Drama|Horror,Dell Keymer,Caty Surtees,Voonder,Philippines,Telugu,0.6,8444454.0,16756.58,8/22/2021,1/1/2024
Rapado,Drama,Orland Grishagin,Silvio Lago,Feedmix,Peru,"Sotho, Southern",5.6,3491947.74,47264.28,10/24/2025,12/18/2025
Born Yesterday,Comedy,Geri Hake,Kati Ridgeway,Meeveo,Israel,Marathi,3.9,3433653.77,19184.5,9/2/2021,7/1/2021
Bedazzled,Comedy,Arabele Kelway,Der Looney,Viva,Indonesia,Persian,1.4,5120365.47,19985.74,5/1/2001,9/23/2025
Sleuth,Comedy|Mystery|Thriller,Meaghan Flooks,Sybyl Venton,Realblab,Russia,Welsh,2.1,9808222.94,16423.09,11/1/2013,2/13/2021
Legend of the Village Warriors (Bangrajan),Action|Drama|War,Winston Pollington,Paulie Robens,Babblestorm,United States,Komi,8.5,484223.16,89524.65,12/7/2004,2/12/2026
"Story of Dr. Wassell, The",Action|Adventure|Drama|Romance|War,Amby Beals,Em Hoffmann,Jaxspan,Poland,Latin,7.8,1481557.78,32902.29,2/16/2015,3/26/2023
Cape No. 7 (Hái-kak chhit-ho),Comedy|Drama|Romance,Katleen Saddler,Ermin Faier,JumpXS,Honduras,Lingala,1.1,4821377.5,76989.35,11/20/2005,1/14/2022
Burn After Reading,Comedy|Crime|Drama,Esta Jackson,Eolanda Burchett,Zoomcast,France,Nepali,5.2,8974276.38,94837.48,7/1/2000,5/25/2024
Dracula: Dead and Loving It,Comedy|Horror,Free Alden,Brew Sabater,Roodel,China,Kinyarwanda,2.7,2074794.63,81578.91,5/19/2024,4/29/2026
Convict 13,Comedy,Shawn Foard,Benito Figgs,Yambee,Indonesia,Hiri Motu,4.4,1136375.5,95284.5,6/8/2015,2/21/2022
Platoon,Drama|War,Kyla Le Marchant,Lea Rumble,Oyoba,Denmark,Ojibwa,0.3,517921.74,51086.26,1/30/2015,1/10/2023
Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da),Action|Adventure|Animation,Elton Roget,Adoree Leckie,Thoughtbeat,Kyrgyzstan,"Bokmål, Norwegian",6.7,3743756.5,39667.32,6/20/2003,1/9/2020
Dead Awake,Action|Thriller,Ema Keely,Corry Longrigg,Photospace,Indonesia,Walloon,4.8,2527885.06,40333.1,7/23/2016,12/10/2020
Jesse Stone: Night Passage,Crime|Drama|Mystery,Alf Jammet,Clarie Petrelluzzi,Camido,Cambodia,Bulgarian,9.7,3260095.47,16142.41,5/26/2010,11/23/2024
Ironclad 2: Battle for Blood,Action|Adventure,Willa Syrie,Morse McShee,Eazzy,Greece,"Greek, Modern (1453-)",1.5,4085763.58,76997.12,3/3/2001,8/12/2020
Listen Up Philip,Drama,Nikola Sickamore,Fancie Chaldecott,BlogXS,Democratic Republic of the Congo,Divehi,0.3,4574801.65,59533.31,12/23/2014,11/7/2023
Bitch Slap,Action|Comedy|Crime|Thriller,Glendon Kopmann,Merridie Karran,Gabtune,Ukraine,Danish,8.5,4868313.8,79902.16,2/8/2003,6/3/2020
Simon Killer ,Drama,Hyatt McNaught,Joshia Bisatt,Kwilith,France,Xhosa,8.1,7220122.39,40161.9,11/2/2013,1/25/2026
Perifery (Härmä),Drama,Janos Huot,Celestia Newns,Kwinu,China,Divehi,8.7,4515585.97,61416.8,9/27/2002,5/23/2020
Ski Patrol,Action|War,Justino Melledy,Koral Pagett,Youopia,China,Croatian,2.5,175209.79,56966.35,12/12/2003,6/27/2021
Parasite,Horror|Sci-Fi,Evin Dangerfield,Elia Mathiasen,Rhyzio,China,Amharic,3.2,1256928.93,74986.63,1/10/2016,8/24/2023
Sundown,Drama|War,Geoffrey Serrels,Georgia Middlemass,Katz,Bangladesh,Bosnian,5.9,6286192.83,94637.99,8/23/2013,6/17/2022
Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage),Drama|War,Quincy O'Canavan,Evita Atterley,Aibox,Morocco,Slovak,2.5,8845398.26,46787.96,1/22/2001,6/11/2023
"Sorcerer and the White Snake, The (Bai she chuan shuo)",Action|Fantasy|Romance,Candice Howorth,Phylis Spurett,Jayo,Japan,Polish,9.0,5007644.42,11240.06,8/20/2012,1/29/2026
Clockstoppers,Action|Adventure|Sci-Fi|Thriller,Hillie Rosoman,Thurston Jouanny,Eabox,Nigeria,Ojibwa,1.6,1871178.84,29827.75,3/10/2015,8/14/2022
Creepshow 2,Horror,Ronnica Atyea,Luca Segar,Shufflester,Ukraine,Cornish,0.7,1095743.26,77388.18,4/23/2007,7/24/2023
Attenberg,Drama,Ibbie Skates,Grover Fears,Tagopia,Swaziland,Estonian,9.0,2401027.38,82985.2,7/13/2013,7/3/2020
All's Well,Drama,Molly Lowmass,Brandice Vankeev,Wikido,Philippines,Shona,4.3,1915274.74,94500.65,11/17/2011,6/3/2023
The Butter Battle Book,Animation|Children,Cornela MacFadyen,Rosabelle Jahndel,Oyoyo,Poland,Panjabi,4.1,3166882.17,33801.25,1/4/2023,4/6/2022
Endurance,Documentary|Drama,Theobald Gulvin,Mechelle Melson,Voomm,Indonesia,Hindi,2.7,7724907.33,18551.35,1/5/2023,2/4/2024
Very Good Girls,Drama,Cherice Everall,Griffie Hawker,Oyonder,France,Sardinian,6.3,333899.63,55027.03,11/13/2019,4/27/2024
Ghosts of Girlfriends Past,Comedy|Fantasy|Romance,Stefania Ballinger,Giordano Smidmor,Twimbo,China,Tahitian,5.4,2471768.45,75194.76,10/5/2016,4/7/2020
Ghoulies III: Ghoulies Go to College,Comedy|Horror,Luciano Crisford,Amalee Hasling,Geba,Austria,Finnish,5.5,9682373.51,73465.17,1/12/2010,1/21/2026
Rushmore,Comedy|Drama,Bartolomeo Barrack,Kordula Hartfleet,Zoonder,Indonesia,Serbian,2.1,8329560.82,38283.33,2/20/2008,6/9/2020
Camouflage (Barwy ochronne),Comedy|Drama,Dominik McElvogue,Lucais Shawel,Lazzy,Pakistan,Malay,7.2,6337283.64,30173.53,12/27/2011,1/18/2022
Pale Flower (Kawaita hana),Crime|Film-Noir|Thriller,Tandy Extence,Ferd Gwyn,Kanoodle,China,Afrikaans,1.9,6879785.14,17128.43,6/24/2018,10/17/2021
Bride of the Monster,Horror|Sci-Fi,Ellie Mayworth,Merrel Salman,Vitz,Poland,Central Khmer,3.9,5237303.22,94408.13,6/13/2025,10/8/2023
Johnny Was,Action|Crime|Drama|Thriller,Mada Helgass,Minor Roche,Realfire,Bulgaria,Urdu,9.7,3954076.66,59567.9,11/13/2017,2/12/2026
"Situation, The",Drama,Elinore Ferroni,Teresita Warlton,Fanoodle,Ukraine,Chuvash,8.4,9553378.91,89251.78,1/19/2020,6/26/2020
Empire of the Sun,Action|Adventure|Drama|War,Lezlie Kisar,Sherwood Plaster,Jazzy,Japan,Xhosa,4.6,3482416.74,20910.68,12/19/2021,11/12/2020
How About You...,Comedy|Drama,Sioux Korous,Broddie Stanford,Voonder,Monaco,Estonian,4.7,2559639.77,45376.48,4/15/2015,1/27/2022
Empire of Passion (a.k.a. In the Realm of Passion) (a.k.a. Phantom Love) (Ai No Borei),Crime|Drama|Romance,Fredelia Mapples,Lisa Petriello,Twimbo,Russia,Chinese,2.8,6999688.22,20763.24,11/24/2007,12/27/2021
Entre nos (Between Us),Drama,Mersey Bolle,Tybalt Goulding,Edgepulse,Malta,Tibetan,3.8,1738771.28,70908.9,9/1/2015,4/30/2023
Hop,Animation|Children|Comedy,Dory Lebarree,Emery Dowse,Twitterlist,Russia,Kinyarwanda,3.7,4395568.32,61045.95,12/12/2023,6/28/2020
Forget Me Not,Romance,Billie Rose,Stevie Porch,Wikivu,Ivory Coast,Telugu,5.0,2036055.01,10865.42,5/10/2017,4/11/2020
Broadway Melody of 1940,Musical,Udale Mathen,Mahmoud Neubigin,Skilith,China,Kinyarwanda,4.1,9607606.23,10847.31,11/1/2015,3/6/2025
Prinsessa (Starring Maja),Drama,Sayre Blaver,Misha Felton,Twitterlist,Canada,Interlingue,0.4,9351783.5,65546.24,8/19/2025,4/23/2025
Dogville,Drama|Mystery|Thriller,Lammond Rosenwasser,Hayden Tod,Blognation,Kazakhstan,"Bokmål, Norwegian",5.4,6152242.41,95205.07,1/5/2014,7/26/2024
"Terror Within, The",Horror|Sci-Fi,Ulrica Carrack,Marty Behr,Aimbo,Ukraine,Tahitian,9.4,8057392.98,16760.86,12/10/2021,12/1/2022
"First $20 Million Is Always the Hardest, The",Comedy,Drew O'Looney,Kalil Jovicic,Jaloo,China,Malayalam,8.0,7062837.23,13071.92,1/24/2005,2/27/2021
Tartuffe (Herr Tartüff),Drama,Bendite Gittings,Krystle Towsey,Camimbo,Russia,Ido,5.9,6790191.82,69576.52,6/11/2015,6/25/2021
Apartment Zero,Drama|Thriller,Wes Camus,Neille Muston,Wordtune,Ukraine,Armenian,9.4,5501661.71,74344.06,1/17/2000,11/7/2025
Metro,Action|Comedy|Crime|Drama|Thriller,Antin Endrighi,Joshuah Leivers,Twitterbridge,Armenia,Corsican,7.2,3637785.66,80551.85,11/19/2000,5/22/2020
"Patriot, The",Action|Drama|War,Garrett Woolger,Otes Tumility,Rhynoodle,Ukraine,Ndonga,5.3,1496653.19,25431.97,5/20/2011,7/22/2023
In Secret,Crime|Drama|Romance|Thriller,Meade Dunleavy,Faunie Croasdale,Pixoboo,China,Aymara,9.9,5755658.24,68664.22,12/9/2022,1/17/2023
"Rumble in Hong Kong (Nu jing cha) (Heroine, The)",Action|Crime,Claiborne Figin,Ardys Dennitts,Zooveo,France,Latin,4.8,7882150.55,71802.94,1/9/2008,11/18/2021
Tennessee,Drama,Fredek Edwards,Jennie Cowerd,Linkbuzz,Venezuela,Bashkir,4.0,8231919.08,95698.95,9/18/2021,2/2/2020
Mother Carey's Chickens,Drama|Romance,Niki Blackly,Hank Lendon,Kimia,China,Herero,1.1,6012661.67,93270.34,11/8/2021,4/30/2023
Set It Off,Action|Crime,Doloritas Wolffers,Ferdinand Bernolet,Zooveo,Russia,Finnish,9.3,5106216.99,47630.96,3/21/2025,5/23/2022
Three Days of the Condor (3 Days of the Condor),Drama|Mystery|Romance|Thriller,Milli Richmont,Mair Kubacek,Topiczoom,China,Tsonga,2.5,1694466.15,28803.04,1/4/2015,3/19/2025
Aks,Thriller,Hakim Isacke,Towney Alner,Devify,Tajikistan,Polish,9.7,8511021.59,66034.3,1/12/2001,4/4/2021
Pusher III: I'm the Angel of Death,Action|Comedy|Drama|Horror|Thriller,Renae Pottes,Collen Shottin,Livetube,Indonesia,Assamese,0.5,7866358.67,20374.39,10/3/2016,5/6/2025
Viva Cuba,Comedy|Drama,Clem Hambelton,Jerrine Blanpein,Jabbersphere,Guatemala,Komi,5.5,5122241.91,56913.8,2/24/2007,4/6/2023
Magicians,Comedy,Sherri Brunel,Fancie Amoore,Gigabox,China,Igbo,1.1,434262.54,16573.64,3/30/2016,9/6/2024
"Scarlet Dove, The (Tulipunainen kyyhkynen)",Drama|Mystery|Thriller,Ignacio De'Ath,Joelie Skelly,Cogibox,China,Tatar,5.5,9283871.42,93219.92,12/2/2022,10/4/2022
Unstoppable,Action|Drama|Thriller,Wendall Avramov,Madlen Culver,Jatri,China,"Sotho, Southern",8.2,2665530.24,85838.66,6/28/2012,11/17/2022
"Terror, The",Horror|Mystery,Shirline Veal,Hana Meads,Skyndu,Philippines,Burmese,3.9,4901937.26,55769.53,5/20/2022,12/31/2022
"Chambre en ville, Une (Room in Town, A)",Drama|Musical,Waldon Mitkcov,Gabi Brignell,Fatz,Zambia,Cree,7.1,902268.53,91817.94,10/7/2005,7/31/2023
"Good Morning, Miss Dove",Drama,Rosie Ratnege,Warner Daines,Fatz,Bulgaria,Somali,1.9,9295450.75,67642.94,10/3/2017,12/29/2023
Lord of War,Action|Crime|Drama|Thriller|War,Hali Ritelli,Hill Kane,Meeveo,Czech Republic,Sango,7.7,2083003.6,81216.86,5/21/2019,3/14/2024
Repo Men,Action|Sci-Fi|Thriller,Nataniel McClean,Quintana Launchbury,Jaloo,Sweden,Central Khmer,2.0,950385.74,78569.71,11/9/2022,11/18/2023
"Paleface, The",Comedy,Harwilll Sprigings,Conny Daffey,Zoombeat,Libya,Haitian,6.7,9682784.61,95257.75,10/21/2015,7/26/2023
"Nanny, The",Drama|Thriller,Amalea Isoldi,Effie Gittins,Skyndu,Nigeria,Romanian,5.3,4907546.92,90094.66,4/9/2004,2/18/2024
Evil Remains (Trespassing),Horror|Thriller,Johnny Nanetti,Cole Isted,Brainbox,Dominican Republic,Uzbek,1.2,7965385.08,21624.9,4/23/2026,4/26/2022
"Clock, The",Adventure|Drama|Romance,Stefano Innot,Fina Zecchinelli,Browseblab,France,Kuanyama,6.4,4394551.77,79738.54,11/6/2024,12/21/2022
Donkey Punch,Horror|Thriller,Sydelle Ouldred,Cathleen Viollet,Zooveo,Brazil,Irish,5.4,3422689.84,43712.51,6/5/2014,4/2/2024
Karlsson on the Roof,Children,Vittoria Rolf,Vincents Limbert,Gigazoom,France,Faroese,0.4,4367956.89,10762.54,11/24/2007,5/16/2020
Raw Deal: A Question of Consent,Documentary,Wanids Tupp,Percy Gobat,Browsebug,Bangladesh,Aymara,6.1,9191878.47,47318.2,11/6/2021,3/31/2023
The Red Inn,Comedy|Crime,Charin Summerell,Marinna Showering,Riffpedia,Russia,Tahitian,7.2,5284003.99,19908.19,3/8/2010,12/26/2025
Still Alice,Drama,Berny Vockings,Nonna Capin,Mymm,Indonesia,Divehi,3.7,3746659.75,53158.72,11/3/2006,12/8/2025
"Study in Scarlet, A",Mystery|Thriller,Shalom Kenneway,Erhard Giacaponi,Rhynyx,Ukraine,Haitian,0.3,3483438.12,97359.47,11/1/2010,1/7/2020
"Task, The",Horror,Conan Lugton,Kirsteni Hugonnet,Agimba,Russia,Inupiaq,8.1,9884988.83,43357.8,4/8/2026,1/5/2023
"Man of My Life, The (L'homme de sa vie)",Drama,Normy McGeachie,Diane McInnery,Quire,Russia,Abkhazian,1.5,2987808.84,17906.26,3/30/2017,4/3/2025
"Green Butchers, The (Grønne slagtere, De)",Comedy|Crime|Drama|Romance,Marlow Bennen,Lewes Batter,Dabjam,Indonesia,Telugu,4.2,5147783.01,59209.99,2/20/2019,1/13/2022
Bedazzled,Comedy|Fantasy,Robinette Halifax,Odell Bettesworth,Wordtune,Yemen,Kashmiri,0.2,6658051.08,49639.82,8/31/2025,6/16/2020
Graceland,Crime|Drama|Thriller,Martynne Mulcahy,Bobbette O'Keaveny,Skipfire,Honduras,"Sotho, Southern",0.5,9737246.71,33325.78,9/27/2011,11/14/2025
My Big Fat Greek Wedding,Comedy|Romance,Filmer Theaker,Nancee Dockwray,Katz,Nigeria,Panjabi,8.4,2897843.78,90177.26,8/13/2007,12/6/2023
"Mahabharata, The",Action|Drama|War,Tani Izkovitch,Luelle Yesipov,Abatz,China,Northern Sami,4.7,2340815.18,96647.6,10/21/2009,12/19/2023
Not Safe for Work,Thriller,Charmain Annear,Gavrielle Overstone,Twiyo,Sri Lanka,Tahitian,4.8,5820588.65,40796.84,5/26/2007,6/25/2023
Sweet November,Drama,Matty O'Noulane,Ken Venart,Browsedrive,China,Bashkir,5.0,6299608.41,58414.86,5/27/2013,9/12/2021
Bones Brigade: An Autobiography,Documentary,Kelsey Edmenson,Jacquelynn Course,Thoughtsphere,China,Welsh,1.7,6572403.45,33590.34,8/29/2005,4/11/2020
Encore,Comedy|Drama,Silvia Egle of Germany,Adriana Amott,Twimm,Indonesia,Aymara,9.8,1397865.97,51082.05,10/5/2022,4/12/2023
Weekender,Drama,Forrester Pasque,Consuelo Willshee,Divape,Thailand,Dutch,1.3,2832381.59,77721.27,7/28/2023,6/1/2020
66 Scenes From America,Documentary,Flo Ginsie,Gilberte Downgate,Cogilith,Bahrain,Inuktitut,5.2,5657850.83,61013.22,1/14/2000,6/5/2021
Air Crew,Action|Drama|Thriller,Philomena Moro,Bayard Ravenscroftt,Voolith,Sweden,Polish,5.5,6919459.3,89930.33,4/9/2018,6/5/2021
Imaginary Crimes,Drama,Fraze Jelleman,Kenyon Madre,Oyondu,Tunisia,Cree,6.0,9285252.59,14256.44,11/18/2016,12/25/2020
Mrs. Soffel,Drama|Romance,Stacie Boxhill,Vern Owthwaite,Centimia,China,Bislama,8.6,1257630.66,39752.17,12/11/2017,7/15/2021
Under the Stars (Bajo las estrellas),Drama,Ulick Coon,Deva Seegar,Skyndu,Poland,Telugu,9.9,2730230.24,77636.77,10/14/2021,1/20/2026
Boom Town,Adventure|Drama|Romance,Hersh Hillan,Carl Sercombe,Ozu,Serbia,Tahitian,0.8,9366309.32,71435.84,6/20/2010,2/10/2026
Americano,Drama,Slade Lidbetter,Noe Kyberd,Divavu,Indonesia,Gujarati,4.8,719525.59,75710.78,10/13/2017,5/8/2024
It's a Disaster,Comedy|Drama,Eleanore Gregorowicz,Analiese Ingleby,Zoombeat,Thailand,Chamorro,9.7,7524452.62,14500.27,8/10/2017,4/27/2022
Believe Me,Comedy|Drama,Burke Braunthal,Delaney Sperling,Kazio,Finland,Slovenian,8.4,2863522.64,38806.78,11/8/2015,1/7/2020
Come Have Coffee with Us,Comedy,Sharai Chettoe,Brigida Rooke,Mudo,Uzbekistan,Occitan (post 1500),1.2,6345377.14,97220.09,8/8/2025,11/1/2022
"Undefeated, The",Documentary,Alon Huguet,Sioux Retchless,Vinder,France,Ido,9.5,7401368.72,17426.45,12/23/2014,5/9/2022
"Girl by the Lake, The (La ragazza del lago)",Drama|Mystery|Thriller,Fara Heading,Ranique Alvarado,Buzzdog,Ukraine,Inuktitut,2.5,9167485.54,63963.25,3/9/2005,8/15/2025
Bridesmaids,Comedy,Alair Skoughman,Stanleigh Jorry,Quimba,Poland,Guarani,0.6,5613647.97,74327.81,5/25/2006,9/25/2021
Criss Cross,Crime|Drama|Film-Noir,Hal Stuke,Thoma Dorricott,Thoughtworks,China,"Ndebele, South",0.9,3185583.18,61076.87,2/24/2004,8/7/2021
Hum Tum,Comedy|Drama|Musical|Romance,Valaree Bosman,Simone Potteril,Kimia,Brazil,Finnish,5.8,693154.25,25465.09,9/5/2022,1/14/2025
"Paradise, Hawaiian Style",Comedy|Musical,Ronald Grimm,Boniface Lovering,Jabbercube,Russia,Fijian,0.6,6108607.91,66359.48,12/20/2001,3/26/2026
"Trap, The (Klopka)",Crime|Drama|Thriller,Kerwin Miliffe,Aura D'Ambrosio,Thoughtblab,Russia,Cornish,2.7,237485.45,38857.02,5/11/2011,4/13/2020
Lavatory Lovestory (Ubornaya istoriya - lyubovnaya istoriya),Animation,Hube Blaw,Milka Robun,Kazu,China,Dzongkha,6.8,3824716.71,41675.99,3/19/2001,5/3/2021
Village of the Damned,Horror|Sci-Fi,Kliment O'Dunneen,Odo Taffrey,Twimm,Poland,Rundi,9.1,8761841.29,78627.35,9/24/2009,3/17/2024
"Wrong Man, The",Drama|Film-Noir|Thriller,Berky Prine,Imelda Dunsire,Trunyx,China,Lingala,8.0,5524725.74,96246.61,11/30/2011,8/30/2024
Tall in the Saddle,Mystery|Romance|Western,Cristen Crocumbe,Rycca Inggall,Zoomcast,China,Bambara,0.4,4477970.83,31929.14,11/6/2008,4/25/2026
"Trouble at Timpetill (Enfants de Timpelbach, Les)",Adventure|Children|Fantasy,Kalindi Shillabeare,Vannie Janous,Thoughtbridge,Russia,Tatar,6.6,3524006.23,44169.28,8/26/2005,3/20/2025
Affliction,Drama,Herminia Phillott,Andriana Cancellario,Jabberbean,Brazil,Belarusian,1.9,2910785.46,57370.05,6/22/2018,11/5/2024
Smile,Comedy,Jdavie Hubbert,West Dodwell,Cogibox,Germany,Sichuan Yi,5.9,6247452.86,69976.99,4/21/2009,2/7/2023
Captives,Crime|Drama|Romance|Thriller,Bartholomeus Kleinmann,Alexandra Bernhardsson,Roombo,Portugal,Hiri Motu,9.9,645566.56,36433.51,6/27/2008,12/13/2024
"New World, The",Adventure|Drama|Romance,Marleah Eagell,Mead Skase,Twitterlist,Palestinian Territory,Cornish,7.8,4377482.08,78808.13,9/22/2016,11/24/2021
Dirty Rotten Scoundrels,Comedy,Ilse Kidds,Helaine Sawbridge,Kwinu,Brazil,Hindi,6.6,718313.21,45171.84,2/22/2014,11/18/2022
