movie_title,genre,director,lead_actor,production_company,country_of_origin,language,rating,box_office_sales,budget,release_date,digital_release_date
Blind Alley,Horror,Elene Rummery,Con Spini,Youspan,Indonesia,Kurdish,5.7,530226.18,733118.41,2/22/2018,12/21/2015
Act of Valor,Adventure,Bettine Jone,Halsy Richley,Oyope,China,Kalaallisut,1.7,7704425.68,829028.56,5/23/2019,2/25/2024
This Is 40,Drama,Henrik Peplow,Quint Swin,Browsetype,Greece,Tahitian,1.3,6991807.81,956212.13,11/23/2018,11/6/2023
Drillbit Taylor,Adventure,Dotti Rosas,Oralle Braunle,Wordtune,Czech Republic,Vietnamese,9.1,7005702.57,756579.79,4/30/2024,4/5/2023
What No One Knows (Det som ingen ved),Crime,Hector Smallsman,Abrahan McKeney,Tambee,Indonesia,Chamorro,0.2,3353222.58,343636.64,6/22/2020,4/7/2022
"Mod Squad, The",Adventure,Pinchas Lanfere,Abby Pren,Photofeed,Laos,Russian,7.5,3857788.5,764818.27,12/13/2020,5/9/2019
Marriage Italian Style (Matrimonio all'italiana),Sci-Fi,Ayn McKall,Gabe McCrone,Eimbee,China,Central Khmer,7.5,710316.43,62122.24,10/1/2016,10/26/2021
Malibu High,Action,Lizzie Skin,Brion Haskett,Skaboo,Mauritius,Sardinian,8.3,6827238.78,636474.26,3/10/2020,5/16/2019
"Le printemps, l'automne et l'amour",Drama,Malynda Mulles,Grier Doughton,Tagpad,Venezuela,Xhosa,3.0,1669776.73,733814.18,5/29/2019,10/4/2020
Sidewalks of London (St. Martin's Lane),Fantasy,Lilian Hasselby,Luci Costar,Jatri,Sweden,Sichuan Yi,6.7,2054353.16,351966.43,3/30/2022,10/7/2019
Cotton Comes to Harlem,Thriller,Farrel Amies,Eba Metzing,Buzzbean,China,Armenian,2.4,8845033.27,537612.46,6/4/2022,6/29/2020
Gypsy,Action,Bab Hanton,Addie Fieldhouse,Yabox,Lithuania,Sanskrit,5.7,9650174.17,865562.66,9/13/2025,12/12/2017
"Book of Life, The",Crime,Ali Harberer,Launce Lamperti,Wordify,Latvia,Yiddish,2.6,8764580.96,267188.27,9/14/2021,12/7/2018
First Daughter,Fantasy,Christa Trayton,Stavro Toplis,Oozz,Comoros,"Greek, Modern (1453-)",7.1,1973095.45,297439.54,3/11/2018,7/18/2018
Big Shot: Confessions of a Campus Bookie,Romance,Freida Brocklesby,Michaeline Matfin,Linkbuzz,Philippines,French,3.1,5405359.87,497582.96,7/19/2024,7/5/2025
Blind Date,Action,Mirelle Erasmus,Sherry Bracci,Izio,Philippines,Abkhazian,7.3,8219771.08,599269.27,4/22/2024,11/27/2025
"Wrong Move, The (Falsche Bewegung)",Fantasy,Tadd Lindenboim,Damon Ullyatt,Edgeclub,Croatia,Luxembourgish,3.7,4015399.18,347090.95,8/1/2019,5/28/2020
Blonde Ambition,Thriller,Mae Doddemeade,Arel Poulden,Riffwire,China,Korean,8.4,6186632.03,389982.11,5/21/2024,10/21/2015
"No God, No Master",Horror,Valery Libbe,Rhoda Elderton,Myworks,Portugal,Arabic,6.9,3044042.24,949518.49,4/10/2017,7/7/2020
Kaspar Hauser,Romance,Hilario Philipeau,Katinka Chrippes,Trudoo,Sweden,Twi,3.8,9589986.75,303192.19,9/12/2015,8/23/2021
Orpheus (Orphée),Fantasy,Carroll Musso,Lee Valois,Camimbo,China,Pali,5.1,5007603.74,575464.42,7/10/2020,4/19/2017
Tuareg: The Desert Warrior (Tuareg - Il guerriero del deserto),Crime,Clemmie Lafford,Winnah Goschalk,Youopia,Russia,Cree,0.6,8858761.47,101826.73,5/16/2020,7/17/2016
When in Rome,Horror,Zonda Monshall,Jimmy Burcher,InnoZ,South Korea,Xhosa,5.7,6399645.58,751808.73,12/8/2020,1/12/2018
Joanna,Sci-Fi,Friederike Yerson,Florencia Wibrow,Podcat,Czech Republic,Tatar,5.6,1127345.9,365479.1,2/4/2016,6/23/2016
Little Criminals,Fantasy,Bonni Duly,Perla Andell,Dynabox,Portugal,Sango,2.9,2960872.08,815069.37,3/11/2020,2/20/2018
César,Adventure,Sayer Lecount,Garrot Kairns,Shuffletag,Indonesia,Norwegian Nynorsk,2.1,7492380.94,790650.16,7/16/2017,5/27/2023
M,Romance,Hilarius Ashcroft,Susy Walby,Tagtune,China,Komi,3.2,4830121.16,792757.72,6/18/2024,2/18/2018
Bitter Feast,Horror,Trista Duffit,Kathi Marques,Yoveo,Brazil,Tajik,9.0,3767466.42,729087.86,11/30/2017,1/12/2016
Animated Motion: Part 5,Comedy,Rose Richarson,Gradey Good,Browsetype,Portugal,Estonian,3.2,3983147.95,650208.61,5/27/2019,3/2/2017
Special Correspondents (Envoyés très spéciaux),Thriller,Stanislas Auden,Rosalyn McTaggart,Gabtune,France,Tonga (Tonga Islands),2.3,2704459.29,113185.01,2/13/2016,6/10/2024
"Aviator, The",Fantasy,Zarah Loble,Ashlee Allred,Buzzshare,Brazil,French,7.7,6763203.11,133414.62,2/2/2018,6/10/2017
The Emperor of California,Fantasy,Rhea Madle,Penni Marians,Jabberstorm,Armenia,Northern Sami,7.8,8188623.44,380320.7,10/15/2024,2/21/2021
Poolboy: Drowning Out the Fury,Fantasy,Mac Barthelemy,Nelle Spurling,Vitz,Philippines,Assamese,2.9,3891935.7,863428.71,10/9/2024,11/30/2018
Ed's Next Move,Comedy,Burk Ebden,Jerrylee Gulberg,Cogidoo,Poland,Serbian,1.2,3391623.75,461719.62,7/17/2015,2/25/2022
Blame it on Fidel! (La faute à Fidel!),Thriller,Wheeler McAree,Ron Guyer,Jamia,Luxembourg,Sichuan Yi,5.0,2978117.01,163510.99,6/18/2024,6/5/2023
"Sun Also Rises, The",Sci-Fi,Robinet Augustin,Brier Hexter,Skyvu,Philippines,Pushto,8.1,4017075.72,746145.88,7/19/2021,4/20/2018
Copenhagen,Comedy,Kristofor Gyrgorwicx,Paolina Glasgow,Rhycero,Indonesia,Luxembourgish,6.7,9084322.95,120998.97,3/30/2022,8/13/2023
"Man There Was, A (Terje Vigen)",Horror,Rossie Chese,Kay Wainer,Blogtag,Japan,Kashmiri,8.2,3953281.64,597022.79,4/1/2024,11/26/2019
King Cobra,Romance,Ernie Tankus,Jason Rockingham,Oyoloo,Norway,Tahitian,4.6,4095646.43,947545.74,7/11/2022,5/17/2020
Immortal Beloved,Horror,Laetitia Van Hesteren,Marina Kilford,Pixonyx,China,Galician,0.0,6463886.57,981227.79,5/13/2024,7/1/2021
Garage Sale Mystery,Adventure,Nathanil De Freyne,Persis Bondy,Oyondu,Kyrgyzstan,Norwegian Nynorsk,9.8,3125797.79,185719.21,9/12/2018,12/28/2024
Herr Lehmann,Comedy,Renie Bolan,Lucy Adshead,Oyoyo,China,Ojibwa,6.0,4055296.7,553200.65,9/13/2018,11/10/2019
Ruby & Quentin (Tais-toi!),Drama,Gregory Tritten,Laureen Patmore,Skibox,Philippines,Luxembourgish,6.3,9752033.41,56991.79,10/2/2020,10/18/2019
8MM,Thriller,Wendell Layton,Emlynn Flood,Ailane,Malaysia,French,0.1,2697034.22,33637.22,7/19/2023,6/11/2015
Life After People,Comedy,Britni Antonoczyk,Rina Crossthwaite,Twitternation,France,Kashmiri,8.6,3674949.79,691552.95,6/8/2022,12/16/2023
"Chronicle of Anna Magdalena Bach, The (Chronik der Anna Magdalena Bach)",Romance,Nolie Lockwood,Margaux Cleyne,Gigabox,Azerbaijan,Shona,9.0,2664777.61,823651.71,8/12/2020,4/19/2024
"Stepford Wives, The",Adventure,Farris Berens,Brittney Dockrey,Tagtune,Brazil,Sardinian,8.1,6879060.8,438038.86,9/18/2021,2/2/2019
Hand Gun,Drama,Duffy Trundle,Emmet Twinn,Livetube,China,Ossetian,2.8,1164033.52,965157.19,12/21/2016,11/26/2023
According to Spencer,Crime,Astrid McEttigen,Reinaldo Slopier,Eadel,Czech Republic,Assamese,1.2,625561.07,125017.61,12/17/2025,11/20/2015
Alone with Her,Fantasy,Kermie McEwen,Carolynn Budgey,Innojam,Somalia,Lao,2.2,3636436.9,912863.8,9/26/2020,4/7/2019
Down to the Cellar (Do pivnice),Adventure,Jephthah Priscott,Jackie Lydon,Aibox,China,"Ndebele, South",7.9,9262068.84,172947.02,8/19/2021,3/17/2016
Dream Machine,Crime,Daune Chevolleau,Esteban Everiss,Dynazzy,Portugal,Luba-Katanga,8.5,6708851.38,729336.68,5/5/2024,7/27/2022
Commandments,Comedy,Christel Sindall,Diego Orniz,Fadeo,China,"Ndebele, South",9.6,1554932.46,944626.78,8/6/2015,5/9/2016
Re-cycle (Gwai wik),Fantasy,Elfrida Malec,Margi Balaisot,Photolist,Dominican Republic,Fulah,0.7,3959746.79,916571.67,8/1/2016,4/27/2015
Borgman,Comedy,Livvyy BoHlingolsen,Graehme Elgy,Photofeed,Japan,Tibetan,3.8,5765803.79,150916.31,4/5/2020,2/6/2025
My Brother Is an Only Child (Mio fratello è figlio unico),Crime,Martin Berzen,Hamilton Parslow,Tazz,Kazakhstan,Galician,9.8,2100084.14,215056.59,8/7/2024,9/2/2018
Three of Hearts,Fantasy,Consuelo Sandiford,Adrienne Riddeough,Edgeblab,Israel,Sango,2.3,6878441.47,106934.59,3/6/2020,1/25/2025
Man of the Year,Action,Shoshana Swinfon,Eveline Hamon,Snaptags,China,Ossetian,2.7,6245356.49,842252.57,7/20/2025,12/5/2016
Creature from the Haunted Sea,Comedy,Tressa Axton,Herta Winny,Twimm,China,"Ndebele, South",4.5,9949789.4,814719.61,4/11/2017,5/2/2023
Brooklyn Bridge,Thriller,Lee Oxenden,Clio Tomei,Geba,China,Marshallese,1.9,6801141.3,385669.9,5/6/2015,11/20/2024
I'll Be Seeing You,Thriller,Ethelda Ortmann,Arabele Stutard,Camimbo,Egypt,Ndonga,1.7,1223523.77,583189.32,5/12/2022,11/19/2015
I Start Counting,Fantasy,Marty Culbert,Ephrem Bonniface,Ainyx,Netherlands,Afar,3.3,170385.99,240958.07,3/18/2021,4/14/2017
Saint Ange (House of Voices),Action,Gray Allsepp,Melloney Joska,Tagopia,Slovenia,Occitan (post 1500),0.4,7127223.28,631810.7,2/9/2022,8/20/2025
"Princess and the Warrior, The (Krieger und die Kaiserin, Der)",Adventure,Byrann Rhymer,Nicoline Eddoes,Oyonder,Russia,Afrikaans,1.1,8380755.34,262829.02,5/13/2021,6/28/2024
Film ist.,Crime,Phip Rutherforth,West Yakebowitch,Buzzshare,Indonesia,Estonian,0.3,7428223.92,231675.81,1/9/2024,12/4/2022
Road to Singapore,Romance,Katey Luca,Zarla Swinnerton,Youtags,China,Oromo,5.5,3748732.82,777565.85,7/15/2019,9/25/2019
"Dawn Patrol, The",Drama,Teodoro Chree,Harwell Botten,Twiyo,Norway,Corsican,7.2,8717978.05,359811.94,7/12/2024,5/15/2019
"Net 2.0, The ",Drama,Randa Goldster,Brittni Kiwitz,Fivechat,Laos,Kannada,7.6,6528076.72,467375.57,2/23/2021,1/3/2023
Van Gogh,Adventure,Berget Gibling,Wandie Rolfi,Oba,Russia,Zhuang,7.1,1992400.36,795822.23,1/6/2021,1/30/2020
"Lovely, Still",Horror,Agneta Pocock,Elizabeth Martinat,Zooxo,Turkmenistan,Interlingue,3.6,3731111.89,244272.26,9/17/2019,6/7/2015
Pioneer (Pionér),Horror,Geralda Skeldinge,Ursula Lyst,Quamba,Indonesia,Xhosa,7.9,8525820.66,834092.41,5/18/2015,6/6/2018
"Man Who Never Was, The",Adventure,Allyn Nemchinov,Amaleta Madden,Photofeed,Portugal,Hungarian,6.5,4597786.04,858148.41,8/14/2020,1/12/2020
Toi et Moi,Thriller,Nike Flannery,Melisandra Druhan,Ailane,Malaysia,Komi,0.9,9405413.46,778628.09,3/30/2017,1/9/2019
Friday the 13th Part V: A New Beginning,Horror,Mirella Knapton,Ninon Cuardall,Oba,Cuba,Norwegian,6.2,3957059.65,807111.86,6/7/2019,1/10/2018
Face (Visage),Horror,Killian Copp,Zelig Di Angelo,Edgeify,Russia,Kazakh,1.3,8330135.51,921746.56,12/11/2021,12/22/2015
Nuts,Horror,Diannne Thaim,Tisha Livett,Kanoodle,El Salvador,Swahili,1.2,4339158.39,152221.04,9/20/2022,12/16/2021
Santitos,Adventure,Catina German,Olivie Pannaman,Aivee,Sweden,Shona,4.6,8225856.18,475447.3,8/2/2018,10/9/2022
Stage Fright (Deliria),Action,Case Bowbrick,Wally Matchett,Eadel,Sweden,Kikuyu,5.8,1006803.72,580727.79,6/24/2025,1/5/2016
Sexual Predator,Crime,Everett Saddler,Graham Matas,Avaveo,Philippines,Haitian,1.8,3008816.46,591967.99,1/21/2023,12/25/2025
Vixen!,Fantasy,Elisabet Giovannetti,Salomone Tolefree,Kaymbo,Philippines,Walloon,0.0,4512308.95,517670.49,8/17/2016,5/29/2017
Ollie Hopnoodle's Haven of Bliss,Thriller,Gabby De Caroli,Tad Yeabsley,Eare,China,Tamil,6.7,4988072.31,999544.58,2/8/2018,8/1/2018
News from a Personal War (Notícias de uma Guerra Particular),Adventure,Carny Haugen,Hertha Fletham,Gigabox,Portugal,Samoan,3.6,6326634.5,22236.09,10/1/2022,8/8/2016
"Date with Judy, A",Horror,Elyse Crowcum,Raven Slorach,Wikizz,Peru,Croatian,7.5,8968149.73,293563.99,7/22/2019,12/29/2022
News from Home,Horror,Jess Sloy,Minnnie Tullett,Riffpath,Sierra Leone,Lingala,2.4,7266084.75,663294.69,10/7/2022,1/3/2018
Topaze,Comedy,Wheeler Toseland,Yank Bryson,Blogtags,Philippines,Czech,0.6,5023279.79,725628.86,3/16/2015,7/19/2015
Vibrator,Adventure,Berry Brocklehurst,Lorne Mansuer,Agivu,Brazil,Igbo,9.2,6088610.53,646902.96,4/21/2020,2/3/2015
Three Smart Girls Grow Up,Crime,Aland Huntress,Kittie Troake,Babbleopia,Armenia,Corsican,7.7,2481341.93,644149.87,1/27/2017,12/7/2016
King Kong,Crime,Lavinie Biddiss,Zachery Postill,Vitz,Czech Republic,Breton,6.9,9673482.35,661269.38,3/24/2016,1/26/2017
Amazing Grace and Chuck,Action,Chicky Bruyett,Lavinia Marxsen,Skyndu,Thailand,Tswana,8.5,7346990.28,876881.84,6/7/2016,6/30/2018
Happily Ever After (Ils se marièrent et eurent beaucoup d'enfants),Romance,Ezra McClay,Gregorio Sheirlaw,Zoovu,Syria,Armenian,1.5,9468953.38,391393.58,9/20/2021,12/19/2025
World on a Wire (Welt am Draht),Comedy,Ilene Maxsted,Joby Koop,Jabberstorm,Peru,Portuguese,0.7,1957315.56,545300.38,4/19/2015,10/24/2023
Primus Hallucino-Genetics Live 2004,Fantasy,Liuka Magor,Wyatt Neaverson,Yodel,Albania,Pushto,1.3,4164570.58,985406.05,7/20/2017,4/16/2015
Bruce Almighty,Sci-Fi,Ringo De Hooch,Kassandra McMarquis,Zoonoodle,Indonesia,Western Frisian,8.2,8590775.92,876173.81,9/14/2025,3/7/2021
We Won't Grow Old Together (Nous ne vieillirons pas ensemble),Action,Marguerite Ambrogetti,Aldwin Carous,Quatz,Netherlands,Zhuang,10.0,7350520.74,42603.21,7/13/2018,10/18/2017
Behind Enemy Lines,Adventure,Robbi Leidecker,Verney Baird,Skimia,Czech Republic,Kinyarwanda,8.1,9962626.96,312896.61,12/23/2017,6/16/2019
"Untouchables, The",Thriller,Karl Conerding,Berty Arends,Jabbersphere,Poland,Korean,1.5,3500935.44,535362.24,1/30/2022,3/9/2022
They Were Expendable,Comedy,Kip McGonagle,Hinze Seargeant,Thoughtstorm,China,Hindi,5.9,3889461.75,44700.8,2/22/2019,11/2/2019
Carrington,Crime,Glen Morcom,Almeria Wynrahame,Realpoint,Mexico,Kanuri,2.6,6571981.12,975043.42,6/26/2021,10/27/2018
Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios),Action,Allan Cheney,Miquela Riccard,Lazzy,Yemen,Belarusian,2.5,2080207.91,330959.01,10/18/2017,1/2/2023
In the Fog (V tumane),Fantasy,Dolph Swindells,Irv Gorry,Yodo,Russia,Latin,1.2,8326250.46,792499.4,3/19/2019,3/29/2023
Fighter in the Wind,Romance,Sheelagh Wollen,Cosmo Ecclesall,Skipfire,Colombia,Norwegian,1.0,1906626.35,902763.09,8/21/2015,8/28/2019
"Pursuit of the Graf Spee (Battle of the River Plate, The)",Thriller,Ferdinand Snowling,Carter Gilbertson,Fliptune,Philippines,Sinhala,7.5,3442801.41,768933.11,6/6/2018,1/23/2019
Twilight of a Woman's Soul (Sumerki zhenskoi dushi),Sci-Fi,Eolande Mannagh,Jasmine Affuso,Devshare,Japan,Malagasy,5.4,8101522.2,100833.03,9/2/2018,2/3/2025
Code of Silence,Action,Curcio Jellis,Faina Somers,Snaptags,Thailand,Danish,2.6,6548628.71,125753.18,4/7/2016,12/20/2019
Underworld,Adventure,Ardyth Walkinshaw,Jania Blackborough,Twiyo,Spain,Pushto,0.3,7906293.94,272185.33,4/19/2018,7/15/2023
"Center Stage (Ruan Lingyu) (Actress, The) (New China Woman, The)",Crime,Talbert Checchetelli,Suzie Grealy,Browsebug,Indonesia,Maori,8.1,6421156.92,849651.84,4/27/2016,8/22/2019
"Needle, The (Igla)",Horror,Gabriel Synan,Hector Matusiak,Thoughtblab,Cyprus,"Greek, Modern (1453-)",6.7,1936063.0,112563.73,4/5/2024,8/15/2025
"Claire's Knee (Genou de Claire, Le)",Crime,Sinclair Berling,Bennie Natwick,Centizu,Russia,Bengali,6.3,8168757.93,701670.26,5/5/2021,1/28/2015
American Pie Presents Beta House (American Pie 6: Beta House),Thriller,Sallie Claye,Billi Housecroft,Trilith,United States,Aragonese,5.4,4754855.68,356505.36,2/13/2018,8/29/2023
Cashback,Drama,Margaretta Morter,Adrien Mellers,Ntag,China,Malagasy,8.5,4657730.48,203018.89,5/20/2022,6/11/2015
Belle of the Nineties,Fantasy,Cathlene Wogdon,Jozef Iverson,Muxo,Gambia,Hiri Motu,2.7,8560019.84,823793.95,10/5/2022,10/9/2022
Showrunners: The Art of Running a TV Show,Sci-Fi,Abrahan Goodinson,Lesly Aleksankin,Topiczoom,Philippines,Japanese,0.9,2659843.68,636983.75,2/6/2025,7/12/2020
Raining Stones,Sci-Fi,Gunter Burke,Hazlett Shorthouse,DabZ,France,Ojibwa,6.4,7067436.75,562673.63,2/25/2018,9/21/2019
One Night Stand,Romance,Sherilyn Fettes,Rowland Sissel,Twitterbridge,Argentina,Sindhi,7.6,5754179.02,951626.23,7/11/2024,5/12/2019
Northern Soul,Sci-Fi,Anatol Dane,Jarrod Pickvance,Yamia,Ukraine,Czech,7.3,5132410.18,718262.27,11/2/2017,9/6/2023
Crooklyn,Crime,Grantham Lemmer,Ugo Kryszkiecicz,Topicstorm,Morocco,Bosnian,7.8,6738971.65,847425.42,1/31/2015,5/15/2020
"Boy in Blue, The",Romance,Noel Gligoraci,Craggie Scritch,Yotz,Indonesia,Bashkir,8.3,8162566.31,957756.43,2/18/2023,5/12/2017
Eye of the Needle,Romance,Skye Tuson,Gill Mallatratt,Twimbo,China,Samoan,4.4,2276952.6,894711.12,1/25/2024,12/2/2023
Kismet,Adventure,Michaela Caddock,Gallagher Brevitt,Devify,Poland,Vietnamese,6.6,1942332.5,332971.84,6/28/2020,6/24/2015
I Can't Think Straight,Sci-Fi,Lenard Sells,Keary Adkins,Meembee,China,Somali,9.3,1914561.55,416975.22,11/8/2017,3/15/2018
Godzilla's Revenge (Gojira-Minira-Gabara: Oru Kaijû Daishingeki) (All Monsters Attack),Adventure,Brier Extal,Reynold Novakovic,Photobug,China,Polish,1.1,778616.55,462587.21,12/4/2021,10/26/2022
"Exterminating Angels, The (anges exterminateurs, Les)",Thriller,Stormi Packwood,Farlay Flowith,Agimba,Ukraine,Twi,6.3,339894.67,893890.45,10/23/2025,6/17/2023
Seconds Apart ,Comedy,Daniel Cato,Noby Hansell,Voonix,China,Persian,9.8,4688536.11,385224.45,1/20/2025,10/3/2019
After Alice (Eye of the Killer),Comedy,Shirley Dodswell,Erskine Tuny,Jaxbean,Philippines,Western Frisian,0.9,4380981.43,571500.87,2/3/2022,12/8/2023
Magnificent Obsession,Sci-Fi,Karlis Provis,Chere Pol,Oodoo,Brazil,Kazakh,9.3,7547815.34,140077.18,1/14/2017,7/4/2015
Sidewalls (Medianeras),Horror,Emelia Cavie,Lennard Glitherow,Wikizz,China,Spanish,4.6,6088394.82,909817.55,8/21/2025,12/22/2015
Ticking Clock,Fantasy,Dimitri Brauns,Romola Road,Dynabox,Somalia,Tatar,6.4,8033973.82,583527.0,5/17/2022,3/23/2022
Speed: In Search of Lost Time (Speed - Auf der Suche nach der verlorenen Zeit),Fantasy,Sissy Beaston,Elva Blanchette,Mycat,China,Amharic,7.1,6670275.55,188530.65,7/24/2025,5/18/2019
Problem Child,Fantasy,Tracy Stair,Chandra Kurth,Browseblab,Macedonia,Faroese,9.6,558167.47,515870.4,9/3/2019,12/8/2017
Goodbye Charlie,Fantasy,Kale Calderhead,Dael Rigby,Realcube,Sweden,Faroese,2.0,8468987.89,691533.97,6/4/2019,12/25/2017
"Man of My Life, The (L'homme de sa vie)",Horror,Griswold Dransfield,Reuben Cordingley,Mydeo,Pakistan,Zhuang,8.6,5273556.77,258334.49,9/27/2024,9/18/2015
Annie Oakley,Romance,Helge Yurov,Alidia Gascone,Flashdog,Peru,Tswana,0.4,4358759.55,912172.76,3/3/2023,3/31/2019
"Owl and the Pussycat, The",Adventure,Kermit Karby,Beckie Beddie,Yamia,Malaysia,German,8.4,5235443.23,305487.6,6/6/2015,12/27/2021
Landscape with a Woman (Zena s krajolikom),Sci-Fi,Guillemette Killeley,Salim Alliban,Photofeed,Norway,Inupiaq,1.8,759550.68,549451.3,9/15/2020,1/14/2020
Titanic,Sci-Fi,Tate Goulder,Amara Orsi,Zooveo,Russia,Hungarian,2.4,3167835.22,30470.03,6/6/2025,9/22/2015
Seven (a.k.a. Se7en),Sci-Fi,Maurie Bridge,Elsbeth Aitchison,Innojam,Russia,Spanish,7.5,6707768.67,835533.0,8/4/2020,5/15/2024
Juno and the Paycock,Comedy,Bernardine Huncote,Claiborne Mullin,Eazzy,Vietnam,Armenian,8.8,6783258.71,60397.22,2/17/2025,8/3/2018
Cinemania,Adventure,Sergeant Chue,Flinn De Bell,Yakitri,Czech Republic,Interlingue,1.7,3181908.75,990470.19,7/5/2019,12/21/2021
Let the Bullets Fly,Adventure,Dill Dumberrill,Neda Orviss,Agivu,Kazakhstan,Kurdish,5.1,5323748.12,162520.52,11/25/2024,12/2/2019
"House Bunny, The",Adventure,Waylan Gillott,Howey Bordessa,Miboo,China,Armenian,0.3,3527042.96,704260.13,10/11/2021,4/25/2015
Ju-on: The Grudge,Crime,Shayne Arnowitz,Ev Manoch,Voomm,China,Chamorro,9.6,1704229.25,275467.93,5/9/2020,12/28/2019
"Client, The",Drama,Glen Cheverell,Odell Going,Edgeclub,Russia,Aragonese,9.0,3151786.82,626001.45,9/23/2018,8/12/2017
Boat People (Tau ban no hoi),Comedy,Jyoti Trow,Gaven Roelvink,Flipopia,Kenya,Nepali,7.9,8883990.91,290254.41,7/15/2019,8/6/2017
Safe,Adventure,Flin Isakson,Ethelyn Ebben,Viva,Russia,Ojibwa,1.3,1562372.78,876690.92,7/20/2021,11/10/2019
Run Silent Run Deep,Comedy,Lefty Adrian,Aurelia Hansod,Youfeed,Japan,Interlingue,0.8,1824842.21,703505.63,10/5/2020,2/14/2016
Venus Boyz,Crime,Dmitri Rowswell,Brandise Hacking,Shuffledrive,Portugal,Ndonga,8.9,1996315.14,909355.56,1/4/2019,10/5/2022
Which Way Is Up?,Thriller,Palmer Chippindale,Antonie Petrie,Twitterbridge,China,Kuanyama,0.5,8666634.71,633838.82,3/6/2023,9/1/2022
"Paris, France",Action,Conrado Perton,Jereme Biffin,Fatz,China,Fijian,4.6,6998636.74,580893.86,4/16/2018,10/4/2025
Romantics Anonymous (Les émotifs anonymes),Adventure,Gwennie Sooper,Tabbitha Kilfether,Oyoba,Brazil,Ndonga,6.1,828782.71,635300.59,5/15/2020,10/16/2025
Somers Town,Romance,Mary Kindred,Hugh Loder,Reallinks,Indonesia,Ojibwa,2.8,8325398.52,697511.97,9/28/2015,12/28/2015
Yuki & Nina,Thriller,Brigg Greiser,Beverlie Dudgeon,Thoughtstorm,Iran,Tamil,2.5,6099115.0,101633.74,8/1/2018,1/21/2018
3:10 to Yuma,Comedy,Blondy Prangley,Steffane MacMenemy,Kare,Estonia,Sindhi,5.2,755975.78,535267.57,4/18/2018,11/22/2024
That Old Feeling,Crime,Tybie Grayson,Sorcha Larmuth,Jaxspan,Czech Republic,Slovak,1.0,5343479.83,726504.52,8/4/2021,12/31/2020
"Sin of Madelon Claudet, The",Thriller,Charissa L'Episcopi,Tracey Pacey,Skidoo,Indonesia,Zhuang,1.3,5877193.66,738342.53,7/31/2021,1/11/2022
Almanya - Welcome to Germany (Almanya - Willkommen in Deutschland),Horror,Jillane Westmarland,Rozalie Jillins,Chatterpoint,China,Esperanto,9.6,2306508.77,116847.34,6/4/2021,12/18/2023
The Retrieval,Sci-Fi,Laurella Danaher,Jobey Sandars,Zoombeat,Poland,Avaric,5.5,4609918.89,687892.76,3/25/2024,5/31/2019
Terror of Mechagodzilla (Mekagojira no gyakushu),Adventure,Shayla Bladen,Cordi Malt,Yambee,Sweden,Belarusian,5.1,3683503.14,420727.71,9/21/2025,8/31/2022
6ixtynin9 (Ruang Talok 69),Drama,Eda Sullly,Wesley Simonot,BlogXS,Norway,Albanian,7.1,1993365.14,393797.53,7/5/2017,9/16/2023
Horror of Dracula (Dracula),Crime,Karlotte Gillebert,Merrill Collins,Lazzy,France,Cree,5.3,1135527.13,882877.38,8/9/2015,4/23/2021
Manhattan Baby,Drama,Clarabelle O' Mulderrig,Bendick Borthram,Myworks,Belarus,Sardinian,9.9,5489115.8,890430.39,4/30/2020,9/12/2021
Legend of the Black Scorpion (a.k.a. The Banquet) (Ye yan),Adventure,Jaimie Howgate,Cherianne Jayme,Blogtag,Sweden,Rundi,8.2,2870114.33,710183.48,3/27/2015,5/4/2021
Le Donk & Scor-zay-zee,Horror,Rolland Ellerey,Newton Scrivens,InnoZ,Portugal,Marshallese,1.9,3874737.55,109961.44,10/19/2023,11/18/2024
White Palms (Fehér tenyér),Sci-Fi,Guntar Parcells,Theodor Stote,Photobug,Sweden,Northern Sami,9.1,8761985.34,58670.96,3/24/2016,8/11/2024
Maria,Action,Dulcinea Killiam,Esmaria Ashwin,Kayveo,Argentina,Ido,7.9,5382243.09,539944.96,3/2/2016,2/24/2022
"Package, The",Adventure,Nanny MacParland,Morten Benfield,Kazu,Portugal,Luba-Katanga,4.3,591652.54,380967.19,2/28/2025,9/5/2019
Bush Mama,Crime,Sallyann Hebbs,Maxy Brahan,Feednation,Philippines,"Bokmål, Norwegian",4.6,7105805.33,345080.96,11/21/2017,4/5/2016
Peeping Tom,Romance,Willie Nozzolinii,Cecil Dunrige,Fivebridge,Oman,Maltese,5.0,7413067.14,820318.55,1/3/2024,6/3/2020
This Film Is Not Yet Rated,Action,Dennie Guare,Jeannie Woofendell,Yoveo,China,Korean,4.4,9932866.57,707650.89,9/29/2021,2/1/2021
"Man Who Knew Too Little, The",Thriller,Indira Claige,Bogey O'Caherny,Avavee,Indonesia,Twi,8.7,8168040.82,966950.11,5/30/2016,10/8/2024
Aspen,Drama,Jasmina Napoli,Ruperta Yurikov,Eamia,United States,Sardinian,8.9,6474607.06,623885.5,1/17/2025,5/7/2019
After Tiller,Sci-Fi,Celle Chudleigh,Cass McArdell,Geba,Russia,Kazakh,3.7,3575252.72,996127.0,7/29/2017,6/11/2021
Boat People (Tau ban no hoi),Romance,Everard Haddleston,Carce Sunner,Abata,Serbia,Dutch,4.0,8883391.96,641178.86,4/22/2020,3/30/2024
